          .00000000        3.85315092        3.21031992        3.42794905
          .39843173        3.85315092        3.21031992        3.42794905
          .39843173        3.78559438        3.14195156        3.36634892
          .80531770        3.78559438        3.14195156        3.36634892
          .80531770        3.56613308        2.94754221        3.17286331
         1.23896582        3.56613308        2.94754221        3.17286331
         1.23896582        3.46439487        2.87912180        3.11619792
         1.68777374        3.46439487        2.87912180        3.11619792
         1.68777374        3.09474560        2.71385676        2.92164547
         2.19043042        3.09474560        2.71385676        2.92164547
         2.19043042        2.91181146        2.57564219        2.78347914
         2.73743055        2.91181146        2.57564219        2.78347914
         2.73743055        2.63121864        2.37217960        2.57733527
         3.36862317        2.63121864        2.37217960        2.57733527
         3.36862317        2.48998962        2.28647455        2.47348542
         4.05091506        2.48998962        2.28647455        2.47348542
         4.05091506        1.58459660        1.93641448        1.90852556
         4.47766926        1.58459660        1.93641448        1.90852556
         4.47766926        1.44753580        1.85033030        1.92707836
         4.83383593        1.44753580        1.85033030        1.92707836
         4.83383593        1.36038066        1.76509917        1.90278352
         5.12104920        1.36038066        1.76509917        1.90278352
         5.12104920        1.28786575        1.71511382        1.87779560
         5.41632415        1.28786575        1.71511382        1.87779560
         5.41632415        1.24872279        1.27400360        1.03017566
         7.52495881        1.24872279        1.27400360        1.03017566
         7.52495881        1.25125647        1.28096682        1.04200473
         8.56957033        1.25125647        1.28096682        1.04200473
         8.56957033        1.25000046        1.27322340        1.01685154
         9.62006936        1.25000046        1.27322340        1.01685154
         9.62006936        1.25000004        1.16441831        1.65928632
        11.47378811        1.25000004        1.16441831        1.65928632
        11.47378811        1.24999979        1.12696932        1.42033643
        12.39965320        1.24999979        1.12696932        1.42033643
        12.39965320        1.25000041        1.10606785        1.20337237
        12.83196015        1.25000041        1.10606785        1.20337237
        12.83196015        1.24999970        1.09990717        1.07409990
        13.26550874        1.24999970        1.09990717        1.07409990
        13.26550874        1.24999334        1.14303040         .78542541
        14.04453576        1.24999334        1.14303040         .78542541
        14.04453576        1.03747662         .96957175         .74207472
        14.80834112        1.03747662         .96957175         .74207472
        14.80834112         .80160726         .80046959         .70010353
        15.57796551         .80160726         .80046959         .70010353
        15.57796551         .58506368         .67893269         .65177392
        16.30981520         .58506368         .67893269         .65177392
        16.30981520         .42695102         .58044363         .59052112
        16.85296952         .42695102         .58044363         .59052112
        16.85296952         .31658028         .51143140         .50542348
        17.39863014         .31658028         .51143140         .50542348
        17.39863014         .23608940         .44544791         .39836218
        17.99114642         .23608940         .44544791         .39836218
        17.99114642         .17457910         .36170271         .28704872
        18.60474690         .17457910         .36170271         .28704872
        18.60474690         .07206720         .21818039         .16905212
        20.03249499         .07206720         .21818039         .16905212
        20.03249499         .00000000         .12940153         .05044043
        21.69093334         .00000000         .12940153         .05044043
        21.69093334         .00000000         .00000000         .00000000
        29.99746458         .00000000         .00000000         .00000000
