          .00000000        3.81919364
          .30336104        3.81919364
          .30336104        3.69500343
          .61767546        3.69500343
          .61767546        3.56390753
          .94389553        3.56390753
          .94389553        3.42449608
         1.28533744        3.42449608
         1.28533744        3.27528069
         1.64567673        3.27528069
         1.64567673        3.11344107
         2.02970417        3.11344107
         2.02970417        2.93523113
         2.44801042        2.93523113
         2.44801042        2.73469798
         2.91164187        2.73469798
         2.91164187        2.53680695
         3.28937970        2.53680695
         3.28937970        2.39437235
         3.49987551        2.39437235
         3.49987551        2.28794968
         3.72881902        2.28794968
         3.72881902        2.16907613
         3.98434284        2.16907613
         3.98434284        2.03215658
         4.28002586        2.03215658
         4.28002586        1.86551061
         4.64776942        1.86551061
         4.64776942        1.65904036
         5.19251398        1.65904036
         5.19251398        1.25000003
         9.65842773        1.25000003
         9.65842773        1.24999998
        14.11158706        1.24999998
        14.11158706        1.03463836
        14.51549233        1.03463836
        14.51549233         .94634184
        14.92722128         .94634184
        14.92722128         .85882343
        15.35197181         .85882343
        15.35197181         .77157412
        15.79345652         .77157412
        15.79345652         .68438882
        16.25549347         .68438882
        16.25549347         .59756255
        16.73826465         .59756255
        16.73826465         .51074034
        17.25484879         .51074034
        17.25484879         .42452937
        17.79742519         .42452937
        17.79742519         .33880883
        18.39285380         .33880883
        18.39285380         .25142690
        19.07351550         .25142690
        19.07351550         .15862379
        19.93255527         .15862379
        19.93255527         .06920073
        20.83541444         .06920073
        20.83541444         .00000000
        29.99999776         .00000000
